Status,ID,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_credited,Curricular_units_approved,Curricular_units_enrolled,Curricular_units_evaluations,Curricular_units_without_evaluations,Curricular_units_grade,Marital_status,Application_mode,Course,Daytime_evening_attendance,Previous_qualification,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder
Graduate,3574,1,132.0,120.1,20,0,12,12,15,0,13.369047619047619,Single,General Continent,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,1
Graduate,3575,1,140.0,127.8,18,0,12,12,16,0,14.571428571428573,Single,General Continent,Agriculture and Environtment,1,02,05,03,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Graduate,3576,3,112.0,106.4,19,0,9,10,13,0,10.35,Single,General Continent,Social Services and Management,1,02,02,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,3577,1,100.0,100.0,24,0,4,16,32,2,10.25,Single,Transfer and Change,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,1,1,1,0
Dropout,3578,4,126.0,123.9,21,0,0,12,0,0,0.0,Single,General Continent,Health and Care,1,02,02,03,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Graduate,3579,1,150.0,139.5,20,0,12,12,13,0,14.833333333333334,Single,General Continent,Social Services and Management,1,02,03,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Graduate,3580,1,150.0,150.0,21,0,10,12,18,0,13.1125,Single,Other,Agriculture and Environtment,1,03,02,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Graduate,3581,1,144.0,139.8,24,0,14,15,17,0,12.964285714285715,In Relationship,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Administrative Staff,1,1,1,0
Dropout,3582,1,133.1,154.4,27,0,0,10,0,0,0.0,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,3583,6,120.0,115.5,19,0,9,10,17,0,11.5,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,1,0,1,0
Graduate,3584,1,133.1,119.0,39,5,16,16,18,0,13.18253968253968,Single,Other,Social Services and Management,0,02,03,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3585,1,133.1,96.1,25,0,4,14,25,0,13.25,Single,Other,Technology and Engineering,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3586,1,130.0,130.0,18,0,0,0,0,0,0.0,Single,Other,Design and Creativity,1,03,02,04,Unskilled Workers,Professionals and Specialists,0,0,1,0
Graduate,3587,1,133.0,128.8,19,12,24,24,24,0,13.083333333333332,Single,Transfer and Change,Design and Creativity,1,02,02,04,Unskilled Workers,Professionals and Specialists,0,1,1,0
Graduate,3588,1,124.0,126.8,21,0,9,12,14,0,13.916666666666668,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,1
Dropout,3589,1,130.0,130.0,27,0,0,10,0,0,0.0,Single,Other,Social Services and Management,0,03,02,03,Administrative Staff,Professionals and Specialists,0,1,1,0
Enrolled,3590,3,124.0,116.7,19,0,0,10,12,0,0.0,Single,General Continent,Social Services and Management,1,02,02,02,Service Workers and Sellers,Intermediate Level Technicians and Professions,0,1,1,0
Enrolled,3591,3,132.0,125.5,18,0,14,16,16,0,13.154285714285717,Single,General Continent,Health and Care,1,02,03,02,Professionals and Specialists,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3592,1,110.0,110.0,27,13,15,23,23,0,12.75,Single,Other,Social Services and Management,1,03,02,01,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,3593,3,127.0,133.7,18,0,11,12,13,0,12.4,Single,General Continent,Social Services and Management,1,02,02,01,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,1,1,1,0
Enrolled,3594,1,130.0,117.6,19,0,7,10,22,5,11.45,Single,General Continent,Agriculture and Environtment,1,02,04,03,Unskilled Workers,Professionals and Specialists,0,1,1,0
Dropout,3595,1,140.0,140.0,19,0,4,12,24,0,12.625,Single,Other,Agriculture and Environtment,1,03,02,01,Unskilled Workers,Armed Forces Professions,0,1,1,0
Enrolled,3596,1,150.0,150.0,22,0,6,12,24,0,13.041666666666668,Single,Other,Agriculture and Environtment,1,03,02,02,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Graduate,3597,2,133.0,133.7,18,0,12,12,12,0,12.833333333333332,Single,Special Contingent,Social Services and Management,1,02,02,01,Administrative Staff,Service Workers and Sellers,0,1,0,0
Graduate,3598,4,109.0,137.0,18,0,11,12,15,0,12.733333333333334,Single,Special Contingent,Social Services and Management,1,02,01,01,Unskilled Workers,Intermediate Level Technicians and Professions,0,1,0,1
Dropout,3599,1,133.1,128.2,23,9,17,17,25,1,14.795454545454547,Single,Transfer and Change,Social Services and Management,1,02,05,02,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Dropout,3600,4,133.0,129.2,20,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,05,Unskilled Workers,Service Workers and Sellers,1,0,1,0
Graduate,3601,3,134.0,129.5,18,0,12,12,14,0,12.916666666666666,Single,General Continent,Social Services and Management,1,02,04,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Graduate,3602,4,125.0,129.6,18,0,12,12,14,0,12.833333333333334,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Enrolled,3603,3,135.0,121.7,18,0,8,10,16,0,11.9,Single,General Continent,Technology and Engineering,1,02,02,02,Administrative Staff,Unskilled Workers,0,1,1,0
Graduate,3604,2,132.0,141.8,20,0,12,12,12,0,12.0,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,3605,3,135.0,129.8,20,0,8,12,17,0,12.775,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Administrative Staff,0,1,1,0
Dropout,3606,1,100.0,106.0,21,7,10,16,16,0,11.4,Single,Other,Design and Creativity,1,03,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Enrolled,3607,1,144.0,121.6,22,0,0,0,0,0,0.0,Single,Transfer and Change,Design and Creativity,1,02,02,02,Unskilled Workers,Administrative Staff,0,1,1,0
Dropout,3608,1,125.0,121.5,20,0,10,10,14,0,15.185714285714287,Single,General Continent,Technology and Engineering,1,02,02,02,Service Workers and Sellers,Administrative Staff,0,1,1,0
Enrolled,3609,1,133.1,117.0,19,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,01,Unskilled Workers,Unskilled Workers,1,1,1,0
Enrolled,3610,1,130.0,130.0,19,0,5,10,19,0,12.05,Single,Other,Technology and Engineering,1,03,01,02,Unskilled Workers,Service Workers and Sellers,0,1,1,0
Graduate,3611,1,117.0,117.7,20,0,12,12,16,0,14.261904761904763,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Dropout,3612,1,140.0,140.0,19,3,6,12,26,0,12.25,Single,Other,Health and Care,1,03,02,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3613,1,132.0,133.1,19,0,5,11,17,0,11.25,Single,General Continent,Technology and Engineering,1,02,02,01,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Enrolled,3614,1,133.1,100.0,24,3,13,14,16,0,12.488095238095237,Single,International,Technology and Engineering,1,02,04,04,Professionals and Specialists,Professionals and Specialists,1,1,1,0
Dropout,3615,1,132.0,119.1,18,0,7,12,17,0,11.904761904761905,Single,General Continent,Social Services and Management,1,02,02,02,Service Workers and Sellers,Administrative Staff,1,1,1,0
Enrolled,3616,1,148.0,129.8,18,0,10,10,12,0,14.6,Single,General Continent,Technology and Engineering,1,02,02,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,0,1,1
Dropout,3617,1,133.0,131.3,18,0,10,12,14,0,12.7,Single,General Continent,Social Services and Management,1,02,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,0,0
Graduate,3618,5,143.0,136.7,18,0,12,12,12,0,13.166666666666668,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,3619,1,143.0,126.2,21,0,12,12,14,0,13.416666666666668,Single,General Continent,Social Services and Management,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Dropout,3620,1,133.1,109.6,18,0,9,12,28,0,11.625,Single,International,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,3621,1,141.0,131.9,18,0,15,15,15,0,15.597589285714285,Single,General Continent,Health and Care,1,02,02,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,0,1
Graduate,3622,2,140.0,140.7,18,0,12,12,12,0,14.583333333333332,Single,General Continent,Social Services and Management,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Dropout,3623,6,134.0,120.7,23,0,4,12,14,0,5.5,Single,General Continent,Social Services and Management,0,02,03,02,Professionals and Specialists,Administrative Staff,0,1,0,0
Graduate,3624,2,118.0,113.8,21,0,7,10,18,0,11.708333333333332,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Administrative Staff,0,1,0,0
Enrolled,3625,1,135.0,121.0,20,0,2,12,26,0,11.5,Single,General Continent,Social Services and Management,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen",Service Workers and Sellers,0,1,0,0
Dropout,3626,1,119.0,112.4,26,6,9,13,29,0,11.285714285714285,Single,General Continent,Social Services and Management,0,02,00,00,Students,Students,0,1,0,0
Enrolled,3627,6,145.0,131.0,18,0,11,12,16,0,11.683333333333334,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Administrative Staff,0,1,0,1
Dropout,3628,1,143.0,142.7,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,03,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,3629,1,123.0,125.5,19,0,12,12,13,0,14.05952380952381,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,0,0,1
Graduate,3630,3,108.0,107.8,20,0,13,15,19,0,12.678571428571429,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Intermediate Level Technicians and Professions,0,1,0,1
Dropout,3631,3,117.0,110.4,19,0,8,12,17,0,11.25,Single,General Continent,Social Services and Management,1,02,01,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,0
Enrolled,3632,1,140.0,136.1,21,5,5,12,14,0,12.25,Single,Other,Social Services and Management,1,03,01,02,Unskilled Workers,Armed Forces Professions,1,1,0,0
Graduate,3633,1,170.0,138.3,33,10,16,19,28,0,12.708333333333332,Single,Other,Agriculture and Environtment,1,02,01,01,Administrative Staff,Agricultural and Forestry Workers,0,1,0,0
Graduate,3634,2,157.0,142.3,18,0,8,10,13,0,12.75,Single,General Continent,Health and Care,1,02,03,01,Administrative Staff,Agricultural and Forestry Workers,0,1,0,0
Graduate,3635,1,141.0,145.0,21,24,36,42,66,24,14.933333333333334,Single,Transfer and Change,Health and Care,1,07,01,02,Unskilled Workers,Administrative Staff,0,1,0,0
Graduate,3636,1,125.0,125.7,19,0,12,12,13,0,12.333333333333332,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Intermediate Level Technicians and Professions,0,1,0,0
Enrolled,3637,1,133.1,108.0,33,0,13,14,15,0,12.761904761904763,In Relationship,Other,Basic Education,1,01,01,02,Unskilled Workers,Unskilled Workers,1,0,0,0
Graduate,3638,4,143.0,128.7,18,0,15,15,18,0,14.182500000000001,In Relationship,General Continent,Health and Care,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Graduate,3639,1,142.0,128.0,18,0,12,12,15,0,13.642857142857142,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Administrative Staff,0,1,0,1
Graduate,3640,3,150.0,146.5,20,0,12,12,13,0,13.083333333333332,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,Administrative Staff,0,1,0,1
Dropout,3641,2,112.0,106.1,20,0,0,12,0,0,0.0,Single,General Continent,Agriculture and Environtment,1,02,01,01,Agricultural and Forestry Workers,Agricultural and Forestry Workers,0,0,0,0
Graduate,3642,2,133.1,118.0,20,0,11,12,18,0,12.833333333333332,Single,General Continent,Social Services and Management,0,02,02,02,Professionals and Specialists,Professionals and Specialists,0,1,0,1
Graduate,3643,1,125.0,117.0,19,0,9,10,14,1,12.666666666666668,Single,General Continent,Health and Care,1,02,02,01,Administrative Staff,Unskilled Workers,0,1,0,1
Graduate,3644,3,121.0,115.4,19,0,12,12,13,0,11.773809523809524,Single,General Continent,Social Services and Management,1,02,01,01,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Graduate,3645,3,133.1,117.0,21,0,12,12,15,0,12.547619047619047,Single,General Continent,Social Services and Management,1,02,07,02,Professionals and Specialists,Intermediate Level Technicians and Professions,0,1,0,0
Enrolled,3646,1,133.1,144.9,26,0,7,12,30,0,12.275,Single,Other,Health and Care,1,02,03,03,Administrative Staff,Professionals and Specialists,0,1,0,0
Dropout,3647,1,135.0,127.0,21,0,0,12,0,0,0.0,Single,General Continent,Social Services and Management,1,02,01,01,Installation and Machine Operators and Assembly Workers,Agricultural and Forestry Workers,0,1,0,0
Graduate,3648,4,132.0,118.0,18,0,14,16,16,0,12.328571428571427,Single,General Continent,Health and Care,1,02,02,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,3649,1,133.1,118.0,27,0,7,14,24,0,10.833333333333332,Single,Other,Basic Education,1,01,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,3650,1,135.0,126.4,20,10,23,24,24,0,12.988636363636363,Single,Transfer and Change,Design and Creativity,1,02,02,01,Intermediate Level Technicians and Professions,Unskilled Workers,0,1,0,1
Enrolled,3651,1,110.0,110.0,21,0,9,12,16,2,12.541666666666668,Single,Transfer and Change,Social Services and Management,1,03,02,03,"Skilled Workers in Industry, Construction, and Craftsmen",Armed Forces Professions,0,1,0,0
Graduate,3652,1,133.0,124.4,18,0,15,15,15,0,14.2125,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Enrolled,3653,1,140.0,140.0,20,2,11,12,24,0,12.177777777777777,Single,Other,Health and Care,1,03,02,02,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,3654,1,135.0,129.4,18,0,12,12,13,0,12.5,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Armed Forces Professions,0,1,0,0
Graduate,3655,1,140.0,141.7,20,5,12,12,12,0,12.833333333333334,Single,Other,Social Services and Management,1,03,02,02,Intermediate Level Technicians and Professions,Service Workers and Sellers,0,1,0,1
Graduate,3656,2,144.0,132.1,19,0,6,10,17,1,12.833333333333332,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Armed Forces Professions,0,1,0,1
Graduate,3657,5,122.0,116.8,20,0,13,15,16,0,13.871428571428572,Single,General Continent,Health and Care,1,02,01,03,Unskilled Workers,Professionals and Specialists,0,1,0,0
Graduate,3658,1,143.0,135.0,20,0,10,10,11,0,12.616666666666667,Single,General Continent,Social Services and Management,0,02,02,01,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Enrolled,3659,1,150.0,150.0,20,0,6,10,17,1,12.875,Single,Other,Health and Care,1,03,01,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,3660,3,124.0,116.0,19,0,0,11,12,0,0.0,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen",Armed Forces Professions,1,1,0,0
Graduate,3661,1,156.0,155.0,18,0,12,12,15,0,13.767857142857142,Single,General Continent,Social Services and Management,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Graduate,3662,1,142.0,127.0,18,0,8,10,16,0,12.466666666666667,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Armed Forces Professions,0,1,0,0
Graduate,3663,1,142.0,130.8,19,0,13,15,18,0,12.627380952380953,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Dropout,3664,6,126.0,121.8,19,0,13,15,18,0,13.75154761904762,Single,General Continent,Health and Care,1,02,02,01,Service Workers and Sellers,Unskilled Workers,0,1,0,0
Enrolled,3665,1,133.1,140.0,43,0,11,12,22,0,12.508928571428571,Single,Other,Agriculture and Environtment,1,01,01,01,Unskilled Workers,Administrative Staff,0,1,1,0
Dropout,3666,1,170.0,148.5,47,13,13,17,21,0,14.0125,In Relationship,Transfer and Change,Design and Creativity,1,02,01,02,Students,Administrative Staff,0,1,1,0
Dropout,3667,1,130.0,109.8,23,0,0,5,5,0,0.0,Single,Transfer and Change,Social Services and Management,1,02,00,00,Other,Other,0,0,1,0
Graduate,3668,1,133.0,119.7,19,0,12,12,15,0,12.666666666666666,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,1,1,0,1
Graduate,3669,1,122.0,122.0,20,0,12,16,22,0,12.491666666666667,Single,Transfer and Change,Health and Care,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Graduate,3670,1,138.0,147.5,19,10,23,23,24,0,13.916666666666666,Single,General Continent,Design and Creativity,1,02,02,03,Administrative Staff,Administrative Staff,0,1,0,1
Graduate,3671,1,163.0,150.8,19,0,12,12,21,0,15.25,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,3672,1,150.0,150.0,19,3,12,12,15,0,13.571428571428571,Single,Other,Health and Care,1,03,02,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,3673,1,133.1,131.5,39,0,10,12,18,0,12.791666666666668,Single,Other,Social Services and Management,0,01,02,02,Administrative Staff,Administrative Staff,1,1,0,1
